ob,variable,phase,low_to_high_excess_z,high_to_low_excess_z,signed_separation_z,mirror_opposite_sign,mirror_balance,low_to_high_gate,high_to_low_gate,signed_class,interpretation
12,all_tangential,near_pre,-0.5274329561667839,0.03008805696444114,-0.557521013131225,True,0.057046220970171514,True,False,low_to_high_dominant,Only low-to-high passes the event-type gate.
12,all_tangential,near_post,0.09268864578506983,-0.16188058734561622,0.254569233130686,True,0.5725741875842031,False,True,high_to_low_dominant,Only high-to-low passes the event-type gate.
12,shell_edge_minus_core,near_pre,-0.05224707832306126,-0.0945397786275339,0.042292700304472644,False,0.5526465058576385,False,False,no_signed_gate,Neither transition direction passes the signed event-type gate.
12,shell_edge_minus_core,near_post,0.12208601651734836,0.06609821999516349,0.05598779652218487,False,0.541406967650312,True,False,low_to_high_dominant,Only low-to-high passes the event-type gate.
12,shell_core_tangential,near_pre,-0.30439822072444117,0.05368307788799996,-0.35808129861244115,True,0.17635805413132483,True,False,low_to_high_dominant,Only low-to-high passes the event-type gate.
12,shell_core_tangential,near_post,-0.17035422496296299,-0.2509361801011866,0.08058195513822364,False,0.6788747038959068,True,True,same_direction_both_event_types,Both transition directions pass but shift in the same sign.
12,shell_middle_tangential,near_pre,-0.3605393590863148,-0.0014611073334242844,-0.3590782517528905,False,0.004052559856785257,True,False,low_to_high_dominant,Only low-to-high passes the event-type gate.
12,shell_middle_tangential,near_post,0.02886093857233475,-0.16072596704908781,0.18958690562142255,True,0.17956612177993767,False,True,high_to_low_dominant,Only high-to-low passes the event-type gate.
12,shell_edge_tangential,near_pre,-0.45530808659488864,-0.030942389499419132,-0.4243656970954695,False,0.06795923553835359,True,False,low_to_high_dominant,Only low-to-high passes the event-type gate.
12,shell_edge_tangential,near_post,0.25338486780977504,-0.14781036994760588,0.4011952377573809,True,0.5833433196909468,True,False,low_to_high_dominant,Only low-to-high passes the event-type gate.
